"","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","no_chemistry","why_no_chemistry","LAKE","purpose"
"3473","2011har0s41","Iron","2020-09-01","7439-89-6","T",197,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3474","2011har0s41","Manganese","2020-09-01","7439-96-5","T",31.6,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3475","2011har0s41","Nitrate+Nitrite as Nitrogen","2020-09-01","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104HAR0680","probability"
"3476","2011har0s41","Nitrogen, ammonia (As N)","2020-09-01","7664-41-7","T",0.012,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3477","2011har0s41","NITROGEN, KJELDAHL, TOTAL","2020-09-01","KN","T",0.37,"mg/l",0.1,"mg/l",0.1,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1104HAR0680","probability"
"3478","2011har0s41","pH of Color Analysis","2020-09-01","PHCOLOR","T",6.89,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3479","2011har0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-09-01","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104HAR0680","probability"
"3480","2011har0s41","PHOSPHORUS, TOTAL (AS P)","2020-09-01","7723-14-0","T",0.0079,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3481","2011har0s41","SULFATE (AS SO4)","2020-09-01","14808-79-8","T",3.2,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3482","2011har0s41","TOTAL ORGANIC CARBON","2020-09-01","TOC","T",5.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3483","2011har0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-09-01","ALK","T",9.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3484","2011har0s42","Arsenic","2020-09-01","7440-38-2","T",0.32,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1104HAR0680","probability"
"3485","2011har0s42","Calcium","2020-09-01","7440-70-2","T",3900,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3486","2011har0s42","Carbon, Dissolved Organic (DOC)","2020-09-01","DOC","D",5,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1104HAR0680","probability"
"3487","2011har0s42","CHLORIDE (AS CL)","2020-09-01","16887-00-6","T",6.5,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3488","2011har0s42","Color, True","2020-09-01","COLOR","T",34,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3489","2011har0s42","HARDNESS (AS CACO3)","2020-09-01","HARD","T",12.5,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3490","2011har0s42","Iron","2020-09-01","7439-89-6","T",1120,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3491","2011har0s42","Manganese","2020-09-01","7439-96-5","T",598,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3492","2011har0s42","Nitrate+Nitrite as Nitrogen","2020-09-01","NO3NO2N","T",0.0558,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3493","2011har0s42","Nitrogen, ammonia (As N)","2020-09-01","7664-41-7","T",0.067,"mg/l",0.003,"mg/l",0.01,NA,"J","estimated value due to Equipment Blank error","2020-12-09",NA,NA,"1104HAR0680","probability"
"3494","2011har0s42","NITROGEN, KJELDAHL, TOTAL","2020-09-01","KN","T",0.41,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3495","2011har0s42","pH of Color Analysis","2020-09-01","PHCOLOR","T",7.01,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3496","2011har0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-09-01","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1104HAR0680","probability"
"3497","2011har0s42","PHOSPHORUS, TOTAL (AS P)","2020-09-01","7723-14-0","T",0.01,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3498","2011har0s42","SULFATE (AS SO4)","2020-09-01","14808-79-8","T",3.3,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3499","2011har0s42","TOTAL ORGANIC CARBON","2020-09-01","TOC","T",4.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1104HAR0680","probability"
"3500","2011mor0s21","ALKALINITY, TOTAL (AS CaCO3)","2020-06-23","ALK","T",38,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3501","2011mor0s21","Arsenic","2020-06-23","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3502","2011mor0s21","Calcium","2020-06-23","7440-70-2","T",14400,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3503","2011mor0s21","Carbon, Dissolved Organic (DOC)","2020-06-23","DOC","D",3.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3504","2011mor0s21","CHLORIDE (AS CL)","2020-06-23","16887-00-6","T",11.6,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3505","2011mor0s21","Chlorophyll A","2020-06-23","479-61-8","T",0.66,"ug/l",NA,"ug/l",0.16,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3506","2011mor0s21","Color, True","2020-06-23","COLOR","T",5,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3507","2011mor0s21","HARDNESS (AS CACO3)","2020-06-23","HARD","T",45.4,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3508","2011mor0s21","Iron","2020-06-23","7439-89-6","T",43.1,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3509","2011mor0s21","Manganese","2020-06-23","7439-96-5","T",4.5,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3510","2011mor0s21","Nitrate+Nitrite as Nitrogen","2020-06-23","NO3NO2N","T",0.0046,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3511","2011mor0s21","Nitrogen, ammonia (As N)","2020-06-23","7664-41-7","T",0.013,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3512","2011mor0s21","NITROGEN, KJELDAHL, TOTAL","2020-06-23","KN","T",0.36,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3513","2011mor0s21","NITROGEN, NITRATE (AS N)","2020-06-23","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3514","2011mor0s21","NITROGEN, NITRITE","2020-06-23","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Accuracy error","2020-12-09",NA,NA,"1101MOR0101",NA
"3515","2011mor0s21","pH of Color Analysis","2020-06-23","PHCOLOR","T",8.04,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3516","2011mor0s21","PHOSPHORUS, DISSOLVED (AS P)","2020-06-23","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3517","2011mor0s21","PHOSPHORUS, TOTAL (AS P)","2020-06-23","7723-14-0","T",0.0058,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3518","2011mor0s21","SULFATE (AS SO4)","2020-06-23","14808-79-8","T",4.4,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3519","2011mor0s21","TOTAL ORGANIC CARBON","2020-06-23","TOC","T",3.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3520","2011mor0s21","UV 254","2020-06-23","UV254","T",0.039,"1/cm",NA,"1/cm",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3521","2011mor0s22","ALKALINITY, TOTAL (AS CaCO3)","2020-06-23","ALK","T",36.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3522","2011mor0s22","Arsenic","2020-06-23","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3523","2011mor0s22","Calcium","2020-06-23","7440-70-2","T",14200,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3524","2011mor0s22","Carbon, Dissolved Organic (DOC)","2020-06-23","DOC","D",3.9,"mg/l",0.5,"mg/l",1,NA,"R","Equipment Blank error ; Result should be less than the total","2020-12-09",NA,NA,"1101MOR0101",NA
"3525","2011mor0s22","CHLORIDE (AS CL)","2020-06-23","16887-00-6","T",11.7,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3526","2011mor0s22","Color, True","2020-06-23","COLOR","T",NA,"color unit",NA,"color unit",5,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3527","2011mor0s22","HARDNESS (AS CACO3)","2020-06-23","HARD","T",44.8,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3528","2011mor0s22","Iron","2020-06-23","7439-89-6","T",38.3,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3529","2011mor0s22","Manganese","2020-06-23","7439-96-5","T",5.6,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3530","2011mor0s22","Nitrate+Nitrite as Nitrogen","2020-06-23","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3531","2011mor0s22","Nitrogen, ammonia (As N)","2020-06-23","7664-41-7","T",0.011,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3532","2011mor0s22","NITROGEN, KJELDAHL, TOTAL","2020-06-23","KN","T",0.33,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3533","2011mor0s22","NITROGEN, NITRATE (AS N)","2020-06-23","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3534","2011mor0s22","NITROGEN, NITRITE","2020-06-23","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3535","2011mor0s22","pH of Color Analysis","2020-06-23","PHCOLOR","T",7.9,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3536","2011mor0s22","PHOSPHORUS, DISSOLVED (AS P)","2020-06-23","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3537","2011mor0s22","PHOSPHORUS, TOTAL (AS P)","2020-06-23","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3538","2011mor0s22","SULFATE (AS SO4)","2020-06-23","14808-79-8","T",4.6,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3539","2011mor0s22","TOTAL ORGANIC CARBON","2020-06-23","TOC","T",3.6,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3540","2011mor0s22","UV 254","2020-06-23","UV254","T",0.038,"1/cm",NA,"1/cm",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3541","2011mor0s31","ALKALINITY, TOTAL (AS CaCO3)","2020-07-14","ALK","T",38.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3542","2011mor0s31","Arsenic","2020-07-14","7440-38-2","T",0.4,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3543","2011mor0s31","Calcium","2020-07-14","7440-70-2","T",14200,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3544","2011mor0s31","Carbon, Dissolved Organic (DOC)","2020-07-14","DOC","D",3.4,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3545","2011mor0s31","CHLORIDE (AS CL)","2020-07-14","16887-00-6","T",11.9,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3546","2011mor0s31","Chlorophyll A","2020-07-14","479-61-8","T",1.56,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3547","2011mor0s31","Color, True","2020-07-14","COLOR","T",18,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1101MOR0101",NA
"3548","2011mor0s31","HARDNESS (AS CACO3)","2020-07-14","HARD","T",45.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3549","2011mor0s31","Iron","2020-07-14","7439-89-6","T",36.8,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3550","2011mor0s31","Manganese","2020-07-14","7439-96-5","T",6.6,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3551","2011mor0s31","Nitrate+Nitrite as Nitrogen","2020-07-14","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3552","2011mor0s31","Nitrogen, ammonia (As N)","2020-07-14","7664-41-7","T",0.142,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3553","2011mor0s31","NITROGEN, KJELDAHL, TOTAL","2020-07-14","KN","T",0.29,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3554","2011mor0s31","pH of Color Analysis","2020-07-14","PHCOLOR","T",7.51,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3555","2011mor0s31","PHOSPHORUS, DISSOLVED (AS P)","2020-07-14","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3556","2011mor0s31","PHOSPHORUS, TOTAL (AS P)","2020-07-14","7723-14-0","T",0.0056,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3557","2011mor0s31","SULFATE (AS SO4)","2020-07-14","14808-79-8","T",5.4,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3558","2011mor0s31","TOTAL ORGANIC CARBON","2020-07-14","TOC","T",3.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3559","2011mor0s32","ALKALINITY, TOTAL (AS CaCO3)","2020-07-14","ALK","T",39.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3560","2011mor0s32","Arsenic","2020-07-14","7440-38-2","T",0.42,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3561","2011mor0s32","Calcium","2020-07-14","7440-70-2","T",14900,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3562","2011mor0s32","Carbon, Dissolved Organic (DOC)","2020-07-14","DOC","D",2.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3563","2011mor0s32","CHLORIDE (AS CL)","2020-07-14","16887-00-6","T",10.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3564","2011mor0s32","Color, True","2020-07-14","COLOR","T",15,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1101MOR0101",NA
"3565","2011mor0s32","HARDNESS (AS CACO3)","2020-07-14","HARD","T",46.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3566","2011mor0s32","Iron","2020-07-14","7439-89-6","T",205,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3567","2011mor0s32","Manganese","2020-07-14","7439-96-5","T",170,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3568","2011mor0s32","Nitrate+Nitrite as Nitrogen","2020-07-14","NO3NO2N","T",0.0118,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3569","2011mor0s32","Nitrogen, ammonia (As N)","2020-07-14","7664-41-7","T",0.358,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3570","2011mor0s32","NITROGEN, KJELDAHL, TOTAL","2020-07-14","KN","T",0.65,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3571","2011mor0s32","pH of Color Analysis","2020-07-14","PHCOLOR","T",6.97,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3572","2011mor0s32","PHOSPHORUS, DISSOLVED (AS P)","2020-07-14","7723-14-0","D",0.0078,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3573","2011mor0s32","PHOSPHORUS, TOTAL (AS P)","2020-07-14","7723-14-0","T",0.0124,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3574","2011mor0s32","SULFATE (AS SO4)","2020-07-14","14808-79-8","T",3.7,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3575","2011mor0s32","TOTAL ORGANIC CARBON","2020-07-14","TOC","T",2.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3576","2011mor0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-10","ALK","T",36,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3577","2011mor0s41","Arsenic","2020-08-10","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3578","2011mor0s41","Calcium","2020-08-10","7440-70-2","T",13900,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3579","2011mor0s41","Carbon, Dissolved Organic (DOC)","2020-08-10","DOC","D",3.2,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3580","2011mor0s41","CHLORIDE (AS CL)","2020-08-10","16887-00-6","T",12,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3581","2011mor0s41","Chlorophyll A","2020-08-10","479-61-8","T",0.979,"ug/l",NA,"ug/l",0.08,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3582","2011mor0s41","Color, True","2020-08-10","COLOR","T",12,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3583","2011mor0s41","HARDNESS (AS CACO3)","2020-08-10","HARD","T",44.5,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3584","2011mor0s41","Iron","2020-08-10","7439-89-6","T",33.4,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3585","2011mor0s41","Manganese","2020-08-10","7439-96-5","T",4.2,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1101MOR0101",NA
"3586","2011mor0s41","Nitrate+Nitrite as Nitrogen","2020-08-10","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3587","2011mor0s41","Nitrogen, ammonia (As N)","2020-08-10","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3588","2011mor0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-10","KN","T",0.32,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3589","2011mor0s41","pH of Color Analysis","2020-08-10","PHCOLOR","T",7.6,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3590","2011mor0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-10","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3591","2011mor0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-10","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3592","2011mor0s41","SULFATE (AS SO4)","2020-08-10","14808-79-8","T",5.9,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3593","2011mor0s41","TOTAL ORGANIC CARBON","2020-08-10","TOC","T",3.3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3594","2011mor0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-10","ALK","T",40.8,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3595","2011mor0s42","Arsenic","2020-08-10","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3596","2011mor0s42","Calcium","2020-08-10","7440-70-2","T",15300,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3597","2011mor0s42","Carbon, Dissolved Organic (DOC)","2020-08-10","DOC","D",2.6,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3598","2011mor0s42","CHLORIDE (AS CL)","2020-08-10","16887-00-6","T",10.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3599","2011mor0s42","Color, True","2020-08-10","COLOR","T",16,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3600","2011mor0s42","HARDNESS (AS CACO3)","2020-08-10","HARD","T",47.4,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3601","2011mor0s42","Iron","2020-08-10","7439-89-6","T",128,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3602","2011mor0s42","Manganese","2020-08-10","7439-96-5","T",236,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3603","2011mor0s42","Nitrate+Nitrite as Nitrogen","2020-08-10","NO3NO2N","T",0.0038,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3604","2011mor0s42","Nitrogen, ammonia (As N)","2020-08-10","7664-41-7","T",0.263,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3605","2011mor0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-10","KN","T",0.51,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3606","2011mor0s42","pH of Color Analysis","2020-08-10","PHCOLOR","T",7.45,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3607","2011mor0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-10","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
"3608","2011mor0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-10","7723-14-0","T",0.0077,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3609","2011mor0s42","SULFATE (AS SO4)","2020-08-10","14808-79-8","T",4.2,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3610","2011mor0s42","TOTAL ORGANIC CARBON","2020-08-10","TOC","T",2.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3611","2011mor0s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-20","ALK","T",15.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3612","2011mor0s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-20","ALK","T",40.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1101MOR0101",NA
"3613","2011mor0s51","Arsenic","2020-09-20","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1101MOR0101",NA
